date,symbol,action,shares,price,cost,reason,cash_after
2025-06-27 00:00:00-04:00,MSFT,BUY,10,495.1260681152344,4956.211941833496,BUY: Momentum entry Q=0.456 >= 0.45,45043.7880581665
2025-06-27 00:00:00-04:00,GOOGL,BUY,28,178.52999877929688,5003.838805786132,BUY: Momentum entry Q=0.501 >= 0.45,40039.94925238037
2025-06-30 00:00:00-04:00,AAPL,BUY,24,204.93740844726562,4923.416300537109,BUY: Momentum entry Q=0.596 >= 0.45,35116.53295184326
2025-06-30 00:00:00-04:00,MSFT,BUY,10,496.5936584472656,4970.902521057128,BUY: Momentum entry Q=0.463 >= 0.45,30145.630430786136
2025-06-30 00:00:00-04:00,NVDA,BUY,31,157.99000549316406,4902.587860458373,BUY: Momentum entry Q=0.511 >= 0.45,25243.04257032776
2025-07-01 00:00:00-04:00,AAPL,BUY,24,207.58441162109375,4987.007904785156,BUY: Momentum entry Q=0.483 >= 0.45,20256.034665542604
2025-07-02 00:00:00-04:00,AAPL,BUY,23,212.1991729736328,4885.461559371947,"BUY: MACD momentum MACD=1.510, Q=0.424",15370.573106170657
2025-07-03 00:00:00-04:00,AAPL,BUY,18,213.30792236328125,3843.382145141601,BUY: Momentum entry Q=0.486 >= 0.45,11527.190961029057
2025-07-07 00:00:00-04:00,AAPL,BUY,13,209.7119903564453,2728.9821305084224,"BUY: MACD momentum MACD=2.335, Q=0.449",8798.208830520634
2025-07-08 00:00:00-04:00,NVDA,BUY,13,160.0,2082.08,"BUY: MACD momentum MACD=0.162, Q=0.393",6716.128830520634
2025-07-09 00:00:00-04:00,AAPL,BUY,7,210.90065002441406,1477.780854721069,BUY: Momentum entry Q=0.543 >= 0.45,5238.347975799566
2025-07-09 00:00:00-04:00,MSFT,BUY,2,502.68365478515625,1006.3726768798826,BUY: Momentum entry Q=0.524 >= 0.45,4231.975298919683
2025-07-09 00:00:00-04:00,NVDA,BUY,6,162.8800048828125,978.2573093261718,"BUY: MACD momentum MACD=0.543, Q=0.414",3253.7179895935114
2025-07-10 00:00:00-04:00,AAPL,BUY,3,212.16920471191406,637.1441217498779,"BUY: MACD momentum MACD=2.816, Q=0.413",2616.5738678436337
2025-07-10 00:00:00-04:00,MSFT,BUY,1,500.656982421875,501.15763940429684,BUY: Momentum entry Q=0.477 >= 0.45,2115.416228439337
2025-07-10 00:00:00-04:00,NVDA,BUY,3,164.10000610351562,492.7923183288574,BUY: Momentum entry Q=0.467 >= 0.45,1622.6239101104795
2025-07-11 00:00:00-04:00,AAPL,BUY,1,210.92062377929688,211.13154440307616,"BUY: MACD momentum MACD=2.839, Q=0.431",1411.4923657074035
2025-07-14 00:00:00-04:00,AAPL,BUY,1,208.3834991455078,208.5918826446533,"BUY: Strong ML signal ML=0.704, Q=0.399",1202.90048306275
2025-07-14 00:00:00-04:00,GOOGL,BUY,1,181.55999755859375,181.74155755615232,BUY: Momentum entry Q=0.478 >= 0.45,1021.1589255065977
2025-07-14 00:00:00-04:00,NVDA,BUY,1,164.07000732421875,164.23407733154295,"BUY: MACD momentum MACD=1.492, Q=0.390",856.9248481750548
2025-07-15 00:00:00-04:00,AAPL,BUY,1,208.87295532226562,209.08182827758787,"BUY: MACD momentum MACD=2.461, Q=0.382",647.8430198974669
