date,symbol,action,shares,price,cost,reason,cash_after
2025-05-28 00:00:00-04:00,MSFT,BUY,10,456.609375,4570.65984375,"BUY: Strong ML signal ML=0.740, Q=0.444",45429.34015625
2025-05-29 00:00:00-04:00,MSFT,BUY,10,457.9272155761719,4583.85142791748,"BUY: MACD momentum MACD=0.105, Q=0.438",40845.48872833252
2025-05-29 00:00:00-04:00,TSLA,BUY,13,358.42999267578125,4664.249494689941,BUY: Momentum entry Q=0.705 >= 0.6,36181.239233642584
2025-05-29 00:00:00-04:00,NVDA,BUY,35,139.1803436279297,4876.183339004516,BUY: Momentum entry Q=0.672 >= 0.6,31305.05589463807
2025-05-30 00:00:00-04:00,MSFT,BUY,10,459.60443115234375,4600.64035583496,"BUY: MACD momentum MACD=0.320, Q=0.448",26704.41553880311
2025-05-30 00:00:00-04:00,GOOGL,BUY,29,171.5323486328125,4979.4125484619135,"BUY: Strong ML signal ML=0.653, Q=0.372",21725.002990341196
2025-05-30 00:00:00-04:00,NVDA,BUY,37,135.12062072753906,5004.4624298858635,"BUY: MACD momentum MACD=0.295, Q=0.411",16720.54056045533
2025-06-02 00:00:00-04:00,AAPL,BUY,20,201.47134399414062,4033.456306762695,BUY: Momentum entry Q=0.621 >= 0.6,12687.084253692636
2025-06-02 00:00:00-04:00,MSFT,BUY,6,461.2118225097656,2770.038205993652,"BUY: MACD momentum MACD=0.613, Q=0.490",9917.046047698983
2025-06-02 00:00:00-04:00,NVDA,BUY,18,137.37046813964844,2475.141094940185,"BUY: MACD momentum MACD=0.429, Q=0.529",7441.904952758798
2025-06-03 00:00:00-04:00,AAPL,BUY,9,203.03956604003906,1829.1834504547116,"BUY: MACD momentum MACD=0.310, Q=0.461",5612.721502304086
2025-06-03 00:00:00-04:00,MSFT,BUY,3,462.2101745605469,1388.0171542053222,"BUY: MACD momentum MACD=0.915, Q=0.462",4224.704348098764
2025-06-03 00:00:00-04:00,NVDA,BUY,7,141.21018981933594,989.4598000640868,"BUY: MACD momentum MACD=0.835, Q=0.473",3235.2445480346773
2025-06-04 00:00:00-04:00,AAPL,BUY,3,202.590087890625,608.3780339355468,"BUY: MACD momentum MACD=0.430, Q=0.408",2626.8665140991307
2025-06-04 00:00:00-04:00,MSFT,BUY,1,463.1086730957031,463.57178176879876,"BUY: MACD momentum MACD=1.213, Q=0.472",2163.294732330332
2025-06-04 00:00:00-04:00,NVDA,BUY,3,141.91014099121094,426.1561533966064,"BUY: MACD momentum MACD=1.200, Q=0.458",1737.1385789337255
2025-06-05 00:00:00-04:00,AAPL,BUY,2,200.40257263183594,401.2059504089355,"BUY: MACD momentum MACD=0.344, Q=0.459",1335.93262852479
2025-06-05 00:00:00-04:00,NVDA,BUY,2,139.98028564453125,280.24053186035155,"BUY: Strong ML signal ML=0.711, Q=0.464",1055.6920966644384
2025-06-06 00:00:00-04:00,AAPL,BUY,1,203.68882751464844,203.89251634216308,"BUY: MACD momentum MACD=0.535, Q=0.466",851.7995803222753
2025-06-06 00:00:00-04:00,NVDA,BUY,1,141.7101593017578,141.85186946105955,"BUY: MACD momentum MACD=1.533, Q=0.471",709.9477108612158
2025-06-10 00:00:00-04:00,NVDA,BUY,1,143.95001220703125,144.09396221923828,"BUY: Strong ML signal ML=0.676, Q=0.503",565.8537486419775
