date,cash,portfolio_value,positions
2025-05-28 00:00:00-04:00,45007.388551101685,54987.62382507324,1
2025-05-29 00:00:00-04:00,30883.104289489755,64267.2353528595,3
2025-05-30 00:00:00-04:00,21278.00150376893,59307.3204607544,3
2025-06-02 00:00:00-04:00,9581.789373016367,61615.11661607362,4
2025-06-03 00:00:00-04:00,3498.1320050201516,56589.4585472107,5
2025-06-04 00:00:00-04:00,1797.233357940684,52171.19738893129,5
2025-06-05 00:00:00-04:00,1115.786875671397,50297.23065713502,5
2025-06-06 00:00:00-04:00,770.0424898681744,50612.43702215578,5
2025-06-09 00:00:00-04:00,627.2797678375348,50709.93776879884,5
2025-06-10 00:00:00-04:00,483.1858056182965,51147.049939956676,5
2025-06-11 00:00:00-04:00,483.1858056182965,50722.73017817689,5
2025-06-12 00:00:00-04:00,483.1858056182965,51152.82166987611,5
2025-06-13 00:00:00-04:00,483.1858056182965,50536.45771723939,5
2025-06-16 00:00:00-04:00,483.1858056182965,51221.66554194642,5
2025-06-17 00:00:00-04:00,483.1858056182965,50812.83390742494,5
2025-06-18 00:00:00-04:00,483.1858056182965,51176.89326411439,5
2025-06-20 00:00:00-04:00,483.1858056182965,50978.344191848766,5
2025-06-23 00:00:00-04:00,483.1858056182965,51654.58723384095,5
2025-06-24 00:00:00-04:00,483.1858056182965,52193.497603714,5
2025-06-25 00:00:00-04:00,483.1858056182965,53127.364882766735,5
2025-06-26 00:00:00-04:00,483.1858056182965,53374.310683547985,5
2025-06-27 00:00:00-04:00,483.1858056182965,53745.436171829235,5
2025-06-30 00:00:00-04:00,483.1858056182965,53903.49485713197,5
2025-07-01 00:00:00-04:00,483.1858056182965,52925.83921748353,5
2025-07-02 00:00:00-04:00,483.1858056182965,53890.20985346986,5
2025-07-03 00:00:00-04:00,483.1858056182965,54496.909713089,5
2025-07-07 00:00:00-04:00,483.1858056182965,53847.050582229625,5
2025-07-08 00:00:00-04:00,483.1858056182965,54105.77452021791,5
2025-07-09 00:00:00-04:00,483.1858056182965,54792.530806839,5
2025-07-10 00:00:00-04:00,483.1858056182965,55151.38664179994,5
2025-07-11 00:00:00-04:00,483.1858056182965,55346.96852046205,5
2025-07-14 00:00:00-04:00,483.1858056182965,55160.05543452455,5
2025-07-15 00:00:00-04:00,483.1858056182965,56175.26426631166,5
2025-07-16 00:00:00-04:00,483.1858056182965,56461.414687454235,5
2025-07-17 00:00:00-04:00,483.1858056182965,56866.522933303844,5
2025-07-18 00:00:00-04:00,483.1858056182965,56920.11384516908,5
2025-07-21 00:00:00-04:00,483.1858056182965,56847.77134638978,5
2025-07-22 00:00:00-04:00,483.1858056182965,56188.47090083314,5
2025-07-23 00:00:00-04:00,483.1858056182965,56749.121535598766,5
2025-07-24 00:00:00-04:00,483.1858056182965,56992.03767329408,5
2025-07-25 00:00:00-04:00,483.1858056182965,57199.92469721986,5
2025-07-28 00:00:00-04:00,483.1858056182965,57768.48878413392,5
2025-07-29 00:00:00-04:00,483.1858056182965,57438.86656123353,5
2025-07-30 00:00:00-04:00,483.1858056182965,57901.77793818666,5
2025-07-31 00:00:00-04:00,483.1858056182965,58102.692824661266,5
2025-08-01 00:00:00-04:00,483.1858056182965,56875.29496699525,5
2025-08-04 00:00:00-04:00,483.1858056182965,58347.25413447572,5
2025-08-05 00:00:00-04:00,483.1858056182965,57809.64637690736,5
2025-08-06 00:00:00-04:00,483.1858056182965,58481.75398188783,5
2025-08-07 00:00:00-04:00,483.1858056182965,58869.12733393861,5
2025-08-08 00:00:00-04:00,483.1858056182965,59719.23902827455,5
2025-08-11 00:00:00-04:00,483.1858056182965,59654.253402053844,5
2025-08-12 00:00:00-04:00,483.1858056182965,60201.69077998353,5
2025-08-13 00:00:00-04:00,483.1858056182965,59817.20616084291,5
2025-08-14 00:00:00-04:00,483.1858056182965,59876.88615351869,5
2025-08-15 00:00:00-04:00,483.1858056182965,59463.16621333314,5
2025-08-18 00:00:00-04:00,483.1858056182965,59623.16603022767,5
2025-08-19 00:00:00-04:00,483.1858056182965,58340.88282710267,5
2025-08-20 00:00:00-04:00,483.1858056182965,57896.54511958314,5
2025-08-21 00:00:00-04:00,483.1858056182965,57721.134414016735,5
2025-08-22 00:00:00-04:00,483.1858056182965,58691.83683711244,5
2025-08-25 00:00:00-04:00,483.1858056182965,58945.82603388978,5
