date,symbol,action,shares,price,cost,reason,cash_after
2025-05-28 00:00:00-04:00,AAPL,BUY,24,200.1927947998047,4809.431702270507,"BUY: Strong ML signal ML=0.688, Q=0.425",70190.5682977295
2025-05-28 00:00:00-04:00,MSFT,BUY,10,456.609375,4570.65984375,"BUY: Strong ML signal ML=0.696, Q=0.459",65619.9084539795
2025-05-29 00:00:00-04:00,MSFT,BUY,10,457.9272155761719,4583.85142791748,"BUY: MACD momentum MACD=0.105, Q=0.520",61036.05702606202
2025-05-29 00:00:00-04:00,TSLA,BUY,13,358.42999267578125,4664.249494689941,BUY: Momentum entry Q=0.640 >= 0.55,56371.807531372084
2025-05-29 00:00:00-04:00,NVDA,BUY,35,139.1803436279297,4876.183339004516,BUY: Momentum entry Q=0.608 >= 0.55,51495.62419236757
2025-05-30 00:00:00-04:00,MSFT,BUY,10,459.60443115234375,4600.64035583496,"BUY: MACD momentum MACD=0.320, Q=0.425",46894.98383653261
2025-06-02 00:00:00-04:00,AAPL,BUY,24,201.47134399414062,4840.147568115234,"BUY: MACD momentum MACD=0.107, Q=0.483",42054.83626841737
2025-06-02 00:00:00-04:00,MSFT,BUY,10,461.2118225097656,4616.7303433227535,"BUY: Strong ML signal ML=0.721, Q=0.523",37438.10592509461
2025-06-02 00:00:00-04:00,NVDA,BUY,36,137.37046813964844,4950.28218988037,"BUY: MACD momentum MACD=0.429, Q=0.460",32487.823735214242
2025-06-03 00:00:00-04:00,AAPL,BUY,24,203.03956604003906,4877.822534545898,"BUY: MACD momentum MACD=0.310, Q=0.489",27610.001200668346
2025-06-03 00:00:00-04:00,MSFT,BUY,10,462.2101745605469,4626.723847351073,"BUY: MACD momentum MACD=0.915, Q=0.399",22983.277353317273
2025-06-03 00:00:00-04:00,NVDA,BUY,35,141.21018981933594,4947.299000320434,"BUY: Strong ML signal ML=0.664, Q=0.427",18035.97835299684
2025-06-04 00:00:00-04:00,AAPL,BUY,22,202.590087890625,4461.438915527343,"BUY: MACD momentum MACD=0.430, Q=0.423",13574.539437469499
2025-06-04 00:00:00-04:00,MSFT,BUY,7,463.1086730957031,3245.0024723815914,"BUY: MACD momentum MACD=1.213, Q=0.488",10329.536965087907
2025-06-04 00:00:00-04:00,NVDA,BUY,18,141.91014099121094,2556.936920379638,"BUY: MACD momentum MACD=1.200, Q=0.352",7772.60004470827
2025-06-05 00:00:00-04:00,AAPL,BUY,9,200.40257263183594,1805.4267768402099,"BUY: MACD momentum MACD=0.344, Q=0.410",5967.17326786806
2025-06-05 00:00:00-04:00,MSFT,BUY,3,466.91241455078125,1402.137980895996,"BUY: MACD momentum MACD=1.736, Q=0.454",4565.035286972065
2025-06-05 00:00:00-04:00,NVDA,BUY,8,139.98028564453125,1120.9621274414062,"BUY: MACD momentum MACD=1.318, Q=0.460",3444.0731595306584
2025-06-06 00:00:00-04:00,AAPL,BUY,4,203.68882751464844,815.5700653686523,"BUY: Strong ML signal ML=0.742, Q=0.498",2628.503094162006
2025-06-06 00:00:00-04:00,MSFT,BUY,1,469.6080017089844,470.0776097106933,"BUY: MACD momentum MACD=2.341, Q=0.541",2158.425484451313
2025-06-06 00:00:00-04:00,GOOGL,BUY,3,173.46998596191406,520.9303678436279,"BUY: Strong ML signal ML=0.694, Q=0.422",1637.495116607685
2025-06-06 00:00:00-04:00,NVDA,BUY,2,141.7101593017578,283.7037389221191,"BUY: MACD momentum MACD=1.533, Q=0.374",1353.791377685566
2025-06-09 00:00:00-04:00,AAPL,BUY,1,201.2216339111328,201.42285554504392,"BUY: MACD momentum MACD=0.482, Q=0.402",1152.3685221405221
2025-06-09 00:00:00-04:00,NVDA,BUY,2,142.62010192871094,285.52544406127925,"BUY: MACD momentum MACD=1.757, Q=0.373",866.8430780792429
2025-06-10 00:00:00-04:00,AAPL,BUY,1,202.44024658203125,202.64268682861325,"BUY: Strong ML signal ML=0.658, Q=0.481",664.2003912506297
2025-06-10 00:00:00-04:00,NVDA,BUY,1,143.95001220703125,144.09396221923828,"BUY: MACD momentum MACD=2.019, Q=0.485",520.1064290313914
