date,cash,portfolio_value,positions
2025-06-09 00:00:00-04:00,85233.70577848816,114751.54267883301,3
2025-06-10 00:00:00-04:00,60932.593554916384,124408.15768278504,5
2025-06-11 00:00:00-04:00,41254.93572293092,119423.88698143006,5
2025-06-12 00:00:00-04:00,26707.99034609986,114206.03510342407,5
2025-06-13 00:00:00-04:00,12812.396353546155,113022.79977908326,5
2025-06-16 00:00:00-04:00,4448.71309898378,108588.23271829225,5
2025-06-17 00:00:00-04:00,1933.731864959732,101434.20090721131,5
2025-06-18 00:00:00-04:00,1174.4834000091705,99949.99703219606,5
2025-06-20 00:00:00-04:00,886.4956877899323,98524.98838963319,5
2025-06-23 00:00:00-04:00,742.1815196228181,100189.63181144715,5
2025-06-24 00:00:00-04:00,594.1336257324373,100666.5332499695,5
2025-06-25 00:00:00-04:00,594.1336257324373,101307.74391625979,5
2025-06-26 00:00:00-04:00,594.1336257324373,101832.075932251,5
2025-06-27 00:00:00-04:00,594.1336257324373,102899.80119775393,5
2025-06-30 00:00:00-04:00,594.1336257324373,102567.71887658694,5
2025-07-01 00:00:00-04:00,594.1336257324373,100792.28578637698,5
2025-07-02 00:00:00-04:00,594.1336257324373,103077.45392297365,5
2025-07-03 00:00:00-04:00,594.1336257324373,103750.68455957033,5
2025-07-07 00:00:00-04:00,594.1336257324373,101499.09906457522,5
2025-07-08 00:00:00-04:00,594.1336257324373,101708.38705895998,5
2025-07-09 00:00:00-04:00,594.1336257324373,102538.5052077637,5
2025-07-10 00:00:00-04:00,594.1336257324373,103888.27577661135,5
2025-07-11 00:00:00-04:00,594.1336257324373,104442.07402490237,5
2025-07-14 00:00:00-04:00,594.1336257324373,104621.50197290041,5
2025-07-15 00:00:00-04:00,594.1336257324373,105282.67546533205,5
2025-07-16 00:00:00-04:00,594.1336257324373,106342.68761132815,5
2025-07-17 00:00:00-04:00,594.1336257324373,106679.24548791506,5
2025-07-18 00:00:00-04:00,594.1336257324373,107468.08284448244,5
2025-07-21 00:00:00-04:00,594.1336257324373,107984.69310449221,5
2025-07-22 00:00:00-04:00,594.1336257324373,107767.10515283205,5
2025-07-23 00:00:00-04:00,594.1336257324373,108451.53043054201,5
2025-07-24 00:00:00-04:00,594.1336257324373,107425.95099328615,5
2025-07-25 00:00:00-04:00,594.1336257324373,108313.5936477051,5
2025-07-28 00:00:00-04:00,594.1336257324373,109374.68689416506,5
2025-07-29 00:00:00-04:00,594.1336257324373,109104.64799951174,5
2025-07-30 00:00:00-04:00,594.1336257324373,109539.3104445801,5
2025-07-31 00:00:00-04:00,594.1336257324373,107864.55766748049,5
2025-08-01 00:00:00-04:00,594.1336257324373,105831.45192407229,5
2025-08-04 00:00:00-04:00,594.1336257324373,108441.12833093264,5
2025-08-05 00:00:00-04:00,594.1336257324373,107934.73938439944,5
2025-08-06 00:00:00-04:00,594.1336257324373,109700.0604445801,5
2025-08-07 00:00:00-04:00,594.1336257324373,110430.2012069092,5
2025-08-08 00:00:00-04:00,594.1336257324373,112481.47278283694,5
2025-08-11 00:00:00-04:00,594.1336257324373,112784.37215112307,5
2025-08-12 00:00:00-04:00,594.1336257324373,113756.09331201174,5
2025-08-13 00:00:00-04:00,594.1336257324373,113490.53485559084,5
2025-08-14 00:00:00-04:00,594.1336257324373,113419.29417871096,5
2025-08-15 00:00:00-04:00,594.1336257324373,112853.01210473635,5
2025-08-18 00:00:00-04:00,594.1336257324373,113309.6124770508,5
2025-08-19 00:00:00-04:00,594.1336257324373,111505.84410546877,5
2025-08-20 00:00:00-04:00,594.1336257324373,110547.47237084963,5
2025-08-21 00:00:00-04:00,594.1336257324373,110141.78123925783,5
2025-08-22 00:00:00-04:00,594.1336257324373,113229.0243117676,5
2025-08-25 00:00:00-04:00,594.1336257324373,114118.5033919678,5
2025-08-26 00:00:00-04:00,594.1336257324373,114791.77396081545,5
2025-08-27 00:00:00-04:00,594.1336257324373,114788.11490319826,5
2025-08-28 00:00:00-04:00,594.1336257324373,115047.79318688967,5
2025-08-29 00:00:00-04:00,594.1336257324373,113298.98210595705,5
2025-09-02 00:00:00-04:00,594.1336257324373,111960.5040786133,5
2025-09-03 00:00:00-04:00,594.1336257324373,115280.15276025393,5
2025-09-04 00:00:00-04:00,594.1336257324373,116211.6742904053,5
2025-09-05 00:00:00-04:00,594.1336257324373,116520.37382958987,5
