date,cash,portfolio_value,positions
2024-10-01 00:00:00-04:00,30223.724774017333,69756.51870727539,4
2024-10-02 00:00:00-04:00,44872.78520568849,35191.98551620483,1
2024-10-03 00:00:00-04:00,30187.673126312267,64494.54780944825,4
2024-10-04 00:00:00-04:00,45160.7776605835,35143.189361663826,1
2024-10-07 00:00:00-04:00,30495.18856520081,64679.829220031745,4
2024-10-08 00:00:00-04:00,50400.45885006714,30495.18856520081,0
2024-10-09 00:00:00-04:00,30859.379003204347,69922.01713864136,4
2024-10-10 00:00:00-04:00,40651.40719375611,40599.83307424927,2
2024-10-11 00:00:00-04:00,35688.31521154785,55305.157117462164,3
2024-10-14 00:00:00-04:00,40692.6389805603,45515.31476904297,2
2024-10-15 00:00:00-04:00,35771.33431193544,55464.833438568116,3
2024-10-16 00:00:00-04:00,40903.98978077699,45572.39665934755,2
2024-10-17 00:00:00-04:00,40912.40436053468,50691.91461598207,2
2024-10-18 00:00:00-04:00,31085.77715043642,60541.54667926027,4
2024-10-21 00:00:00-04:00,45822.40805255129,35970.7921040497,1
2024-10-22 00:00:00-04:00,36291.04684323123,60215.43145953371,3
2024-10-23 00:00:00-04:00,40874.07518637087,45853.305021942164,2
2024-10-24 00:00:00-04:00,41987.99846755984,50330.8312898865,2
2024-10-25 00:00:00-04:00,36740.89712525943,56722.507790679956,3
2024-10-28 00:00:00-04:00,41802.409216262844,46277.114791885404,2
2024-10-29 00:00:00-04:00,36605.81312927249,56575.0148833771,3
2024-10-30 00:00:00-04:00,32096.278090240507,55907.13191589358,4
2024-10-31 00:00:00-04:00,40966.328503234894,41758.81356692508,2
2024-11-01 00:00:00-04:00,35806.3847877045,55706.95118389896,3
2024-11-04 00:00:00-05:00,40652.48169371036,45554.389548446685,2
2024-11-05 00:00:00-05:00,35848.27849037174,55226.29172178653,3
2024-11-06 00:00:00-05:00,41607.0106133118,45646.00071937565,2
2024-11-07 00:00:00-05:00,37295.511453964275,55914.33780752567,3
2024-11-08 00:00:00-05:00,41947.102479003945,47242.842996933025,2
2024-11-11 00:00:00-05:00,37049.13545983891,56763.54751684574,3
2024-11-12 00:00:00-05:00,41904.93124752812,46846.95476525883,2
2024-11-13 00:00:00-05:00,37056.31110350041,56472.914035614056,3
2024-11-14 00:00:00-05:00,41679.19148133855,46726.63294187932,2
2024-11-15 00:00:00-05:00,31646.20098493963,61209.55219911199,4
2024-11-18 00:00:00-05:00,46446.694927993834,36644.896327957205,1
2024-11-19 00:00:00-05:00,31643.52995375068,66229.46714479072,4
2024-11-20 00:00:00-05:00,41370.93984040839,41508.45253065498,2
2024-11-21 00:00:00-05:00,36541.21163638312,55835.209295364446,3
2024-11-22 00:00:00-05:00,41351.08455567939,46429.41529544074,2
2024-11-25 00:00:00-05:00,36482.47919088752,55962.33222108466,3
2024-11-26 00:00:00-05:00,36678.32273941047,51028.63019186408,3
2024-11-27 00:00:00-05:00,36662.27366287239,51092.981171417305,3
2024-11-29 00:00:00-05:00,41502.46981242378,46372.55125076301,2
2024-12-02 00:00:00-05:00,36949.421424758984,55981.72301676948,3
2024-12-03 00:00:00-05:00,41659.33974258431,46816.34468830879,2
2024-12-04 00:00:00-05:00,37118.32336416634,56221.296132965166,3
2024-12-05 00:00:00-05:00,36996.71982197579,51837.51542654427,3
2024-12-06 00:00:00-05:00,42226.239217987146,46688.945194290245,2
2024-12-09 00:00:00-05:00,42112.746121032804,52116.99568771371,2
2024-12-10 00:00:00-05:00,42460.84169338998,51774.60583172616,2
2024-12-11 00:00:00-05:00,37788.765465774624,57117.39191006478,3
2024-12-12 00:00:00-05:00,42778.66826144418,47306.0008478547,2
2024-12-13 00:00:00-05:00,42586.39707977304,52642.996477996916,2
2024-12-16 00:00:00-05:00,43095.76751107798,52156.94007904062,2
2024-12-17 00:00:00-05:00,38218.986945907694,57718.49537057505,3
2024-12-18 00:00:00-05:00,47703.67792652904,43003.98426036082,1
2024-12-19 00:00:00-05:00,33040.78893260204,67132.97730397045,4
2024-12-20 00:00:00-05:00,47684.555205688586,37858.99451426708,1
2024-12-23 00:00:00-05:00,33257.67455798351,66920.34017883311,4
2024-12-24 00:00:00-05:00,48029.6802627412,38146.12151843273,1
2024-12-26 00:00:00-05:00,33350.01524537671,67588.85299223338,4
2024-12-27 00:00:00-05:00,38039.43736402906,47702.33586305249,3
2024-12-30 00:00:00-05:00,47617.053562957895,42630.94740431226,1
