date,symbol,action,shares,price,cost,reason,cash_after
2025-05-29 00:00:00-04:00,MSFT,BUY,10,457.9272155761719,4583.85142791748,"BUY: MACD momentum MACD=0.105, Q=0.572",45416.14857208252
2025-05-29 00:00:00-04:00,TSLA,BUY,13,358.42999267578125,4664.249494689941,BUY: Momentum entry Q=0.685 >= 0.65,40751.89907739258
2025-05-29 00:00:00-04:00,NVDA,BUY,35,139.1803436279297,4876.183339004516,"BUY: MACD momentum MACD=0.349, Q=0.557",35875.71573838807
2025-05-30 00:00:00-04:00,AAPL,BUY,24,200.622314453125,4819.750482421874,BUY: Momentum entry Q=0.658 >= 0.65,31055.965255966195
2025-05-30 00:00:00-04:00,MSFT,BUY,10,459.60443115234375,4600.64035583496,"BUY: Strong ML signal ML=0.677, Q=0.483",26455.324900131236
2025-05-30 00:00:00-04:00,NVDA,BUY,37,135.12062072753906,5004.4624298858635,"BUY: Strong ML signal ML=0.765, Q=0.444",21450.862470245374
2025-06-02 00:00:00-04:00,AAPL,BUY,24,201.47134399414062,4840.147568115234,"BUY: MACD momentum MACD=0.107, Q=0.491",16610.71490213014
2025-06-02 00:00:00-04:00,MSFT,BUY,9,461.2118225097656,4155.057308990478,"BUY: MACD momentum MACD=0.613, Q=0.415",12455.657593139662
2025-06-02 00:00:00-04:00,GOOGL,BUY,18,168.82562255859375,3041.9000672607417,"BUY: Strong ML signal ML=0.662, Q=0.472",9413.75752587892
2025-06-02 00:00:00-04:00,NVDA,BUY,17,137.37046813964844,2337.633256332397,"BUY: MACD momentum MACD=0.429, Q=0.461",7076.124269546523
2025-06-03 00:00:00-04:00,AAPL,BUY,8,203.03956604003906,1625.9408448486327,"BUY: MACD momentum MACD=0.310, Q=0.463",5450.18342469789
2025-06-03 00:00:00-04:00,MSFT,BUY,2,462.2101745605469,925.3447694702147,"BUY: MACD momentum MACD=0.915, Q=0.482",4524.838655227675
2025-06-03 00:00:00-04:00,NVDA,BUY,8,141.21018981933594,1130.8112000732422,"BUY: MACD momentum MACD=0.835, Q=0.506",3394.027455154433
2025-06-04 00:00:00-04:00,AAPL,BUY,4,202.590087890625,811.1707119140624,"BUY: MACD momentum MACD=0.430, Q=0.448",2582.8567432403706
2025-06-04 00:00:00-04:00,MSFT,BUY,1,463.1086730957031,463.57178176879876,"BUY: MACD momentum MACD=1.213, Q=0.461",2119.284961471572
2025-06-04 00:00:00-04:00,NVDA,BUY,3,141.91014099121094,426.1561533966064,"BUY: MACD momentum MACD=1.200, Q=0.393",1693.1288080749655
2025-06-05 00:00:00-04:00,AAPL,BUY,2,200.40257263183594,401.2059504089355,"BUY: MACD momentum MACD=0.344, Q=0.475",1291.92285766603
2025-06-05 00:00:00-04:00,NVDA,BUY,2,139.98028564453125,280.24053186035155,"BUY: MACD momentum MACD=1.318, Q=0.481",1011.6823258056785
2025-06-06 00:00:00-04:00,AAPL,BUY,1,203.68882751464844,203.89251634216308,"BUY: Strong ML signal ML=0.657, Q=0.405",807.7898094635154
2025-06-06 00:00:00-04:00,NVDA,BUY,1,141.7101593017578,141.85186946105955,"BUY: MACD momentum MACD=1.533, Q=0.433",665.9379400024559
2025-06-09 00:00:00-04:00,NVDA,BUY,1,142.62010192871094,142.76272203063962,"BUY: MACD momentum MACD=1.757, Q=0.472",523.1752179718162
