date,cash,portfolio_value,positions
2025-06-09 00:00:00-04:00,25567.02776139832,74408.56367492676,5
2025-06-10 00:00:00-04:00,50358.738943649296,25567.02776139832,0
2025-06-11 00:00:00-04:00,25790.585485778818,74902.34879167176,5
2025-06-12 00:00:00-04:00,45387.81373345949,30710.1854003296,1
2025-06-13 00:00:00-04:00,30758.09964633181,64883.90092218019,4
2025-06-16 00:00:00-04:00,45523.36369796756,35707.65976596072,1
2025-06-17 00:00:00-04:00,26200.720789306673,69753.30318161013,5
2025-06-18 00:00:00-04:00,50509.86399719241,26200.720789306673,0
2025-06-20 00:00:00-04:00,26178.360328552273,74817.06046936038,5
2025-06-23 00:00:00-04:00,50923.81145120242,26178.360328552273,0
2025-06-24 00:00:00-04:00,26721.21657661441,75102.2279093323,5
2025-06-25 00:00:00-04:00,51071.06885157779,26721.21657661441,0
2025-06-26 00:00:00-04:00,26555.250467636135,75562.39590846255,5
2025-06-27 00:00:00-04:00,46353.981783493065,31409.700540878322,1
2025-06-30 00:00:00-04:00,31377.8359360657,66070.54622135928,4
2025-07-01 00:00:00-04:00,46112.36463011172,36189.195799346955,1
2025-07-02 00:00:00-04:00,31656.781448410056,65593.81586302188,4
2025-07-03 00:00:00-04:00,46575.27304225162,36387.03153996279,1
2025-07-07 00:00:00-04:00,31312.348879135156,66223.24017481998,4
2025-07-08 00:00:00-04:00,36317.59352215579,45917.43817356875,3
2025-07-09 00:00:00-04:00,41262.3115227814,46054.70861920169,2
2025-07-10 00:00:00-04:00,36603.770702789334,55699.50414973452,3
2025-07-11 00:00:00-04:00,41364.53955294802,46402.54499478152,2
2025-07-14 00:00:00-04:00,36880.20027268985,55539.90924288943,3
2025-07-15 00:00:00-04:00,41222.555922882115,46634.57815660098,2
2025-07-16 00:00:00-04:00,36688.0284828339,55530.90760745243,3
2025-07-17 00:00:00-04:00,41340.58164999394,46357.01267472843,2
2025-07-18 00:00:00-04:00,36471.20623796086,55864.867508148236,3
2025-07-21 00:00:00-04:00,41238.24759664922,46322.72615068059,2
2025-07-22 00:00:00-04:00,36487.00522006231,55734.703895477345,3
2025-07-23 00:00:00-04:00,36128.87064352423,51305.471284515435,3
2025-07-24 00:00:00-04:00,36669.06708699042,50514.95066061407,3
2025-07-25 00:00:00-04:00,41543.71927818305,46356.56690388495,2
2025-07-28 00:00:00-04:00,36876.700430069046,55950.06832298286,3
2025-07-29 00:00:00-04:00,31659.81583308419,56356.43201271065,4
2025-07-30 00:00:00-04:00,46545.213997909625,36271.39462947091,1
2025-07-31 00:00:00-04:00,31436.04940715035,66423.32636363228,4
2025-08-01 00:00:00-04:00,41265.388200546346,41062.677886154255,2
2025-08-04 00:00:00-04:00,36441.68148341378,55948.41615464791,3
2025-08-05 00:00:00-04:00,36617.64307421883,50863.405940200886,3
2025-08-06 00:00:00-04:00,36646.94858340462,51032.189415161214,3
2025-08-07 00:00:00-04:00,41397.665558944784,46440.73880557259,2
2025-08-08 00:00:00-04:00,36895.3615418702,55843.954758773885,3
2025-08-11 00:00:00-04:00,41675.910629242026,46634.981475952234,2
2025-08-12 00:00:00-04:00,37127.462996917806,56025.6630401307,3
2025-08-13 00:00:00-04:00,37009.3418213044,51554.96388192757,3
2025-08-14 00:00:00-04:00,41878.47848446663,46595.84160768135,2
2025-08-15 00:00:00-04:00,27424.442559402538,65809.304702118,5
2025-08-18 00:00:00-04:00,51385.91852375801,27424.442559402538,0
2025-08-19 00:00:00-04:00,27244.390896255565,75503.32874104317,5
2025-08-20 00:00:00-04:00,27244.390896255565,51087.990826065135,5
2025-08-21 00:00:00-04:00,50976.78419139106,27244.390896255565,0
2025-08-22 00:00:00-04:00,26914.695955047682,75014.83437754828,5
2025-08-25 00:00:00-04:00,51090.03672845466,26914.695955047682,0
2025-08-26 00:00:00-04:00,26929.50001380928,75226.43704278572,5
2025-08-27 00:00:00-04:00,41295.589468811115,36727.10026405342,2
2025-08-28 00:00:00-04:00,36641.61295648201,55633.829535339435,3
2025-08-29 00:00:00-04:00,36528.52497628792,51067.772670227125,3
2025-09-02 00:00:00-04:00,41314.77053634651,45935.655072723464,2
2025-09-03 00:00:00-04:00,36749.21287399299,55709.410367889475,3
2025-09-04 00:00:00-04:00,41788.37967347725,46199.24294906623,2
2025-09-05 00:00:00-04:00,36605.30041189583,56337.51979493721,3
