date,symbol,price,decision,confidence,reason,q_value,ml_confidence,rsi,macd
2025-05-28 00:00:00-04:00,AAPL,200.1927947998047,hold,0.20868393186818543,"HOLD: No entry signal (Q=0.417, RSI=50.0, ML=0.424)",0.41736786373637086,0.42370991859876206,50.0,0.0
2025-05-28 00:00:00-04:00,MSFT,456.609375,buy,0.85,"BUY: Strong ML signal ML=0.740, Q=0.444",0.4439057010165781,0.7403243807357147,50.0,0.0
2025-05-28 00:00:00-04:00,GOOGL,172.15159606933594,hold,0.1967045741972724,"HOLD: No entry signal (Q=0.393, RSI=50.0, ML=0.586)",0.3934091483945448,0.5860078738933439,50.0,0.0
2025-05-28 00:00:00-04:00,TSLA,356.8999938964844,hold,0.19884856619168573,"HOLD: No entry signal (Q=0.398, RSI=50.0, ML=0.493)",0.39769713238337145,0.4933047370324899,50.0,0.0
2025-05-28 00:00:00-04:00,NVDA,134.80064392089844,hold,0.22572769808302084,"HOLD: No entry signal (Q=0.451, RSI=50.0, ML=0.610)",0.4514553961660417,0.6101116389770078,50.0,0.0
2025-05-29 00:00:00-04:00,AAPL,199.72332763671875,hold,0.21189486148197517,"HOLD: No entry signal (Q=0.424, RSI=50.0, ML=0.499)",0.42378972296395034,0.4987347449023273,50.0,-0.037450371984078856
2025-05-29 00:00:00-04:00,MSFT,457.9272155761719,buy,0.75,"BUY: MACD momentum MACD=0.105, Q=0.438",0.4378172954990237,0.421034303144174,50.0,0.10512688356931221
2025-05-29 00:00:00-04:00,GOOGL,171.65219116210938,hold,0.13901982455453282,"HOLD: No entry signal (Q=0.278, RSI=50.0, ML=0.624)",0.27803964910906565,0.6240275194153602,50.0,-0.039838568097820826
2025-05-29 00:00:00-04:00,TSLA,358.42999267578125,buy,0.7237049337920527,BUY: Momentum entry Q=0.705 >= 0.6,0.7051495663986409,0.767000791043347,50.0,0.12205118467329612
2025-05-29 00:00:00-04:00,NVDA,139.1803436279297,buy,0.6011495257828465,BUY: Momentum entry Q=0.672 >= 0.6,0.6717505283196599,0.436413853196949,50.0,0.349377754407044
2025-05-30 00:00:00-04:00,AAPL,200.622314453125,hold,0.24808040641869294,"HOLD: No entry signal (Q=0.496, RSI=50.0, ML=0.355)",0.4961608128373859,0.3548954955793986,50.0,0.0053490013825694405
2025-05-30 00:00:00-04:00,MSFT,459.60443115234375,buy,0.75,"BUY: MACD momentum MACD=0.320, Q=0.448",0.44844960370241327,0.3974643221757036,50.0,0.3200881986122681
2025-05-30 00:00:00-04:00,GOOGL,171.5323486328125,buy,0.85,"BUY: Strong ML signal ML=0.653, Q=0.372",0.37151185134499715,0.653319149798163,50.0,-0.08015720848194974
2025-05-30 00:00:00-04:00,TSLA,346.4599914550781,hold,0.11744549820740906,"HOLD: No entry signal (Q=0.235, RSI=50.0, ML=0.869)",0.23489099641481812,0.8686211697614672,50.0,-0.7385874567319206
2025-05-30 00:00:00-04:00,NVDA,135.12062072753906,buy,0.75,"BUY: MACD momentum MACD=0.295, Q=0.411",0.41076130564456886,0.5208250896449605,50.0,0.2952727123368959
2025-06-02 00:00:00-04:00,AAPL,201.47134399414062,buy,0.6241062924270702,BUY: Momentum entry Q=0.621 >= 0.6,0.6214406349965754,0.6303261597648911,50.0,0.10654916895731503
2025-06-02 00:00:00-04:00,MSFT,461.2118225097656,buy,0.75,"BUY: MACD momentum MACD=0.613, Q=0.490",0.490353606278372,0.6148646904284363,50.0,0.6130824061626754
2025-06-02 00:00:00-04:00,GOOGL,168.82562255859375,hold,0.13567187775338346,"HOLD: No entry signal (Q=0.271, RSI=50.0, ML=0.654)",0.2713437555067669,0.6540420046055392,50.0,-0.3267535826979895
2025-06-02 00:00:00-04:00,TSLA,342.69000244140625,hold,0.15345979171974178,"HOLD: No entry signal (Q=0.307, RSI=50.0, ML=0.517)",0.30691958343948356,0.516993121643075,50.0,-1.7051999038610575
2025-06-02 00:00:00-04:00,NVDA,137.37046813964844,buy,0.75,"BUY: MACD momentum MACD=0.429, Q=0.529",0.5294934710065703,0.5069355918505282,50.0,0.4289927981500625
2025-06-03 00:00:00-04:00,AAPL,203.03956604003906,buy,0.75,"BUY: MACD momentum MACD=0.310, Q=0.461",0.4610798018136229,0.48091564268337794,50.0,0.30972314813789126
2025-06-03 00:00:00-04:00,MSFT,462.2101745605469,buy,0.75,"BUY: MACD momentum MACD=0.915, Q=0.462",0.46248601347118995,0.5705848424143304,50.0,0.915290197825243
2025-06-03 00:00:00-04:00,GOOGL,165.97906494140625,hold,0.14281004731093738,"HOLD: No entry signal (Q=0.286, RSI=50.0, ML=0.366)",0.28562009462187476,0.3655705919568978,50.0,-0.7433080039511708
2025-06-03 00:00:00-04:00,TSLA,344.2699890136719,hold,0.10015766958302957,"HOLD: No entry signal (Q=0.200, RSI=50.0, ML=0.592)",0.20031533916605915,0.5915229636773374,50.0,-2.31704605577454
2025-06-03 00:00:00-04:00,NVDA,141.21018981933594,buy,0.75,"BUY: MACD momentum MACD=0.835, Q=0.473",0.4729619894662031,0.39442789358449437,50.0,0.8351730244670819
2025-06-04 00:00:00-04:00,AAPL,202.590087890625,buy,0.75,"BUY: MACD momentum MACD=0.430, Q=0.408",0.40760759824750414,0.5000015023965712,50.0,0.42951962534161225
2025-06-04 00:00:00-04:00,MSFT,463.1086730957031,buy,0.75,"BUY: MACD momentum MACD=1.213, Q=0.472",0.4715452527377284,0.41929807579131256,50.0,1.2133071234670751
